,name,legislature,iniciative,type,principal,secondary,abstract,status_date1,status1,status_notes1,status date,status,notes,authors,link
496,Por la cual se modifican la Ley 1496 de 2011. [Equidad salarial],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Economía,Bienestar y pobreza,Busca establecer medidas para garantizar la equidad salarial entre hombres y mujeres en Colombia de manera efectiva.,11/20/2020,Radicado - Gaceta: S/N,Sin anotaciones,11/26/2020,Publicación - Gaceta: 1388/20,Sin anotaciones,"Aydeé Lizarazo Cubillos, Irma Luz Herrera Rodríguez, Carlos Eduardo Guevara Villabón, Ana Paola Agudelo García",ppor-la-cual-se-modifican-la-ley-1496-de-2011-equidad-salarial/11379
497,Por el cual se modifica el artículo 183 de la Constitución Política. [Ausentismo parlamentario],Jul  2021 - Jul 2022,Legislativa,Proyecto Acto Legislativo,Rama Legislativa,Administración pública,"El presente Proyecto de Acto Legislativo tiene como objetivo disminuir las ausencias autorizadas a que tienen derecho los congresistas a las sesiones constitucionales y legales, o accidentales.",8/10/2021,Radicado - Gaceta: S/N,Sin anotaciones,12/16/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Santiago Valencia González, Eduardo Emilio Pacheco Cuello, Milla Patricia Romero Soto, María Del Rosario Guerra De La Espriella, Ruby Helena Chagüí Spath, Gabriel Jaime Vallejo Chujfi, Esperanza Andrade Serrano, Enrique Cabrales Baquero, John Milton Rodríguez González, Edwin Gilberto Ballesteros Archila",ppor-el-cual-se-modifica-el-articulo-183-de-la-constitucion-politica-ausentismo-parlamentario/11635
498,Por medio de la cual se modifica la Ley 1475 de 2011 y se dictan otras disposiciones. [Financiación partidos],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Partidos y movimientos,"Educación, cultura, ciencia y tecnología","Busca modificar la destinación de los recursos provenientes de la financiación estatal, respecto a la formación y capacitación política y electoral, con el fin de que los miembros de los partidos y movimientos políticos puedan acceder a estudios de pre grado y posgrado.",10/14/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Carlos Eduardo Guevara Villabón, Ana Paola Agudelo García, Aydeé Lizarazo Cubillos, Irma Luz Herrera Rodríguez",ppor-medio-de-la-cual-se-modifica-la-ley-1475-de-2011-y-se-dictan-otras-disposiciones-financiacion-partidos/11891
499,Por medio de la cual se conmemora y exalta el bicentenario de la batalla de Bomboná: 7 de abril de 1822-2022 y se dictan otras disposiciones. [Conmemora el bicentenario de la batalla de Bomboná],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Celebraciones, honores y monumentos",,Vincular a la Nación a la conmemoración de la batalla de Bomboná.,7/29/2021,Radicado - Gaceta: S/N,Sin anotaciones,10/21/2022,Sancionado como Ley - Gaceta: 1515/22,Ley 2271 de 2022,Guillermo García Realpe,ppor-medio-de-la-cual-se-conmemora-y-exalta-el-bicentenario-de-la-batalla-de-bombona-7-de-abril-de-18222022-y-se-dictan-otras-disposiciones-conmemora-el-bicentenario-de-la-batalla-de-bombona/12147
500,"Por medio del cual se crea el Fondo Especial de Financiamiento Agrícola denominado (FEFA) para el incentivo de proyectos productivos asociados que contribuyan a la reducción de la pobreza rural y fortalezcan la política de seguridad alimentaria en Colombia. [Crea el Fondo Especial de Financiamiento Agrícola, FEFA]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Agropecuario y agrícola,Administración pública,"Es un fondo cuenta que será administrado por el Ministerio de Agricultura y Desarrollo Rural y estará integrado a los planes de política pública en materia económica establecidos por el mismo. Estará conformado por recursos asignados al sector agrícola a través del Presupuesto General de la Nación en un porcentaje calculado con base en la contribución para la seguridad alimentaria nacional. Será un fondo diseñado para garantizar la estabilidad productiva de los pequeños agricultores en torno a la cual se garantizan los lineamientos de focalización del gasto, eficiencia y estabilidad macro económica del sector.",8/28/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Ciro Alejandro Ramírez Cortés,ppor-medio-del-cual-se-crea-el-fondo-especial-de-financiamiento-agricola-denominado-fefa-para-el-incentivo-de-proyectos-productivos-asociados-que-contribuyan-a-la-reduccion-de-la-pobreza-rural-y-fortalezcan-la-politica-de-seguridad-alimentaria-en-colombia-crea-el-fondo-especial-de-financiamiento-agricola-fefa/9588
501,"Por medio de la cual se implementan medidas para promover, garantizar, desarrollar y consolidar la Economía Campesina y la Agricultura Familiar y se dictan otras disposiciones. [Fomento de la economía campesina y la agricultura familiar]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Agropecuario y agrícola,"Comercio, industria y turismo","El presente Proyecto de Ley que tiene como objeto garantizar, promover, proteger, desarrollar y consolidar la Economía Campesina y la Agricultura Familiar, potenciando las capacidades productivas, asociativas y comerciales de quienes las desarrollan, asegurando con ello el mejoramiento de la calidad de vida, su dignificación y la realización integral de las apuestas económicas del campesinado.",11/24/2020,Radicado - Gaceta: S/N,Sin anotaciones,11/26/2020,Publicación - Gaceta: 1388/20,Sin anotaciones,"Rubén Darío Molano Piñeros, Sandra Liliana Ortiz Nova, Luciano Grisales Londoño, Guillermo García Realpe, Nilton Córdoba Manyoma, Faber Alberto Muñoz Cerón, Richard Alfonso Aguilar Villa",ppor-medio-de-la-cual-se-implementan-medidas-para-promover-garantizar-desarrollar-y-consolidar-la-economia-campesina-y-la-agricultura-familiar-y-se-dictan-otras-disposiciones-fomento-de-la-economia-campesina-y-la-agricultura-familiar/11380
502,"Por el cual se crea un Programa Público de Empleo (PPE) para hacer de la garantía de trabajo un mecanismo estabilizador de la economía. [Crea un Programa Público de Empleo, PPE]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Laboral,Administración pública,"La presente ley tiene como objeto la creación de un Programa Público de Empleo (PPE) para hacer de la garantía de trabajo un mecanismo estabilizador de la economía con cargo a la apropiación presupuestal del Ministerio de Trabajo, como un programa social del Estado que otorgará a los beneficiarios un aporte monetario mensual de naturaleza estatal con el fin de apoyar, proteger y aumentar la tasa de empleabilidad formal en el país.",7/21/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/16/2022,Publicada Ponencia Primer Debate - Gaceta: 748/22,Primer debate,"Armando Alberto Benedetti Villaneda, Jorge Eliécer Guevara, Jorge Enrique Robledo Castillo, Roy Leonardo Barreras Montealegre, Carlos Germán Navas Talero, Alexánder López Maya, Gustavo Francisco Petro Urrego, Roosvelt Rodríguez Rengifo, Jorge Eduardo Londoño Ulloa, Iván Cepeda Castro, Ángela María Robledo Gómez, Wilson Neber Arias Castillo, Juan Luis Castro Córdoba, Jesús Alberto Castilla Salazar, David Ricardo Racero Mayorca, María José Pizarro Rodríguez, Wilmer Leal Pérez, Carlos Alberto Sergio Carreño Marín, Luis Alberto Albán Urbano, Feliciano Valencia Medina, León Fredy Muñoz Lopera, Jorge Alberto Gómez Gallego, Pablo Catatumbo Torres Victoria, Julián Gallo Cubillos, Sandra Ramírez Lobo Silva, Aída Yolanda Avella Esquivel, Luis Iván Marulanda Gómez, Antonio Eresmid Sanguino Páez, Edwing Fabián Díaz Plata, Abel David Jaramillo Largo",ppor-el-cual-se-crea-un-programa-publico-de-empleo-ppe-para-hacer-de-la-garantia-de-trabajo-un-mecanismo-estabilizador-de-la-economia-crea-un-programa-publico-de-empleo-ppe/11892
503,"Por medio del cual se efectúan unas modificaciones a los pagos generados por concepto de derechos notariales, impuesto departamental de registro y derechos de registro en la línea de crédito agropecuario y rural para el sector agropecuario colombiano. [Créditos de Finagro]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Agropecuario y agrícola,Economía,"La presente ley tiene por objeto establecer modificaciones a las tarifas por concepto de pago de derechos notariales, impuesto departamental de registro y derechos de registro, en los actos que contengan garantía hipotecaria que respalden los créditos de línea Finagro, utilizados por productores del sector agropecuario colombiano.",8/28/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art. 190 Ley 5 de 1992,Ciro Alejandro Ramírez Cortés,ppor-medio-del-cual-se-efectuan-unas-modificaciones-a-los-pagos-generados-por-concepto-de-derechos-notariales-impuesto-departamental-de-registro-y-derechos-de-registro-en-la-linea-de-credito-agropecuario-y-rural-para-el-sector-agropecuario-colombiano-creditos-de-finagro/9589
504,"Por medio de la cual se crean programas sociales para atender a los jóvenes que hacen parte de las barras populares, se reconoce la importancia del barrismo social y se dictan otras disposiciones. [Barras de fútbol]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Recreación y deporte,Bienestar y pobreza,Tiene por objeto reconocer la importancia del barrismo social que realizan las barras populares y crear programas para atender las necesidades y brindar oportunidades efectivas a los jóvenes que integran estos grupos.,9/20/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/21/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Armando Alberto Benedetti Villaneda,ppor-medio-de-la-cual-se-crean-programas-sociales-para-atender-a-los-jovenes-que-hacen-parte-de-las-barras-populares-se-reconoce-la-importancia-del-barrismo-social-y-se-dictan-otras-disposiciones-barras-de-futbol/11637
505,Por medio de la cual se modifica el artículo 38 de la Ley 1564 de 2012 y los artículos 205 y 206 de la Ley 1801 de 2016. [Autoridad administrativa de policía],Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Administración pública,"El presente proyecto de ley tiene como único objetivo modificar algunos artículos de la Ley 1564 de 2012 “Por medio de la cual se expide el Código General del Proceso y se dictan otras disposiciones” y de la Ley 1801 de 2016 “Por la cual se expide el Código Nacional de Policía y Convivencia”, exclusivamente para armonizar la ejecución de las comisiones de manera directa o subcomisionando a los inspectores de policía, quienes a su vez podrán en su condición de autoridad de policía subcomisionar a otros servidores públicos de la respectiva alcaldía quienes ejercerán transitoriamente como autoridad administrativa de policía.",8/28/2018,Radicado - Gaceta: S/N,Sin anotaciones,7/27/2020,Sancionado como Ley - Gaceta: 943/20,Ley 2030 de 2020,Germán Varón Cotrino,ppor-medio-de-la-cual-se-modifica-el-articulo-38-de-la-ley-1564-de-2012-y-los-articulos-205-y-206-de-la-ley-1801-de-2016-autoridad-administrativa-de-policia/9590
506,Por medio de la cual se realizan modificaciones a la Ley 975 de 2005 y se dictan otras disposiciones. [Justicia transicional],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Justicia,Implementación paz,"La presente ley tiene por objeto impulsar y fortalecer el avance del proceso penal especial que se adelanta en el marco de la Ley 975 de 2005, con miras al cumplimiento de los postulados de la justicia transicional, principalmente en favor de la garantía y realización efectiva de los derechos de las víctimas, como también frente al proceso de reinserción social de los postulados dentro de los respectivos procesos judiciales.",8/11/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Antonio Eresmid Sanguino Páez,ppor-medio-de-la-cual-se-realizan-modificaciones-a-la-ley-975-de-2005-y-se-dictan-otras-disposiciones-justicia-transicional/11894
507,"Por medio de la cual se adiciona un parágrafo al artículo 6° de la Ley 105 de 1993, referente a la vida útil de los automotores terrestres de servicio público colectivo de pasajeros y/o mixtos. [Vida útil de transporte público]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Tránsito y transporte,Asuntos administrativos,"Extender el uso y la vida útil de los automotores terrestres de servicio público colectivo de pasajeros y/o mixto, matriculados con anterioridad a la primera vigencia de la emergencia sanitaria en razón a la epidemia ocasionada por el Covid-19.",7/27/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Miguel Ángel Barreto Castillo,ppor-medio-de-la-cual-se-adiciona-un-paragrafo-al-articulo-6-de-la-ley-105-de-1993-referente-a-la-vida-util-de-los-automotores-terrestres-de-servicio-publico-colectivo-de-pasajeros-yo-mixtos-vida-util-de-transporte-publico/12150
508,Por medio de la cual se regula el funcionamiento de los biobancos con fines de investigación biomédica y se dictan otras disposiciones. [Regula los biobancos],Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,"Educación, cultura, ciencia y tecnología",Administración pública,"Regular la constitución y funcionamiento de los biobancos con fines de investigación biomédica, para la obtención, procesamiento, almacenamiento, transporte y cesión de muestras biológicas humanas, sus derivados, información clínica y biológica asociada.",8/28/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Germán Varón Cotrino,ppor-medio-de-la-cual-se-regula-el-funcionamiento-de-los-biobancos-con-fines-de-investigacion-biomedica-y-se-dictan-otras-disposiciones-regula-los-biobancos/9591
509,Por medio de la cual se regula el funcionamiento de los biobancos con fines de investigación biomédica y se dictan otras disposiciones. [Biobancos],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Seguridad Social y salud,Administración pública,"Regular la constitución y funcionamiento de los biobancos con fines de investigación biomédica, para la obtención, procesamiento, almacenamiento, transporte y cesión de muestras biológicas humanas, sus derivados, información clínica y biológica asociada.",9/2/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Germán Varón Cotrino, Fabián Gerardo Castillo Suárez",ppor-medio-de-la-cual-se-regula-el-funcionamiento-de-los-biobancos-con-fines-de-investigacion-biomedica-y-se-dictan-otras-disposiciones-biobancos/10359
510,Por medio de la cual se declara una moratoria al desarrollo de la actividad del fracturamiento hidráulico para la exploración y explotación de hidrocarburos en yacimientos no convencionales y se dictan otras disposiciones. [Moratoria del fracking],Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Minas y energía,Medio Ambiente,"En aplicación del principio de precaución, declárese la moratoria en el uso de la técnica de fracturamiento hidráulico para la exploración y explotación de hidrocarburos en yacimientos no convencionales.",8/28/2018,Radicado - Gaceta: S/N,Sin anotaciones,9/3/2018,Acumulado - Gaceta: S/N,Ver PL 71/18 Senado,Maritza Martínez Aristizábal,ppor-medio-de-la-cual-se-declara-una-moratoria-al-desarrollo-de-la-actividad-del-fracturamiento-hidraulico-para-la-exploracion-y-explotacion-de-hidrocarburos-en-yacimientos-no-convencionales-y-se-dictan-otras-disposiciones-moratoria-del-fracking/9592
511,Por medio de la cual se establece la protección de los derechos a la salud y al goce de un ambiente sano generando medidas tendientes a la reducción de emisiones vehiculares contaminantes provenientes de la gasolina y se dictan otras disposiciones. [Medidas de reducción de emisiones contaminantes provenientes de la gasolina],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Medio Ambiente,Minas y energía,"La presente ley tiene por objeto establecer medidas tendientes a la reducción de emisiones vehiculares contaminantes provenientes de la gasolina, con el fin de resguardar los derechos fundamentales a la vida, salud y el goce de un ambiente sano.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Pablo Catatumbo Torres Victoria, Sandra Ramírez Lobo Silva, David Ricardo Racero Mayorca, María José Pizarro Rodríguez, Aída Yolanda Avella Esquivel, Abel David Jaramillo Largo, Feliciano Valencia Medina, Alexánder López Maya, Iván Cepeda Castro, Antonio Eresmid Sanguino Páez, César Augusto Ortiz Zorro, Sandra Liliana Ortiz Nova, Angélica Lozano Correa",ppor-medio-de-la-cual-se-establece-la-proteccion-de-los-derechos-a-la-salud-y-al-goce-de-un-ambiente-sano-generando-medidas-tendientes-a-la-reduccion-de-emisiones-vehiculares-contaminantes-provenientes-de-la-gasolina-y-se-dictan-otras-disposiciones-medidas-de-reduccion-de-emisiones-contaminantes-provenientes-de-la-gasolina/10104
512,"Por el cual se garantizan los derechos de los cuidadores familiares de personas dependientes, se modifica parcialmente la Ley 100 de 1993 y se dictan otras disposiciones. [Derechos de cuidadores]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Seguridad Social y salud,Familia,"La presente ley tiene por objeto reconocer y garantizar los derechos que tienen los cuidadores familiares de las personas que dependen de ellos por su situación física, mental, social, intelectual, sensorial o su vulnerabilidad asociada con la edad, para realizar las actividades esenciales de su vida diaria.",9/3/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/9/2020,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,"John Milton Rodríguez González, Edgar Enrique Palacio Mizrahi, Eduardo Emilio Pacheco Cuello, Carlos Eduardo Acosta Lozano",ppor-el-cual-se-garantizan-los-derechos-de-los-cuidadores-familiares-de-personas-dependientes-se-modifica-parcialmente-la-ley-100-de-1993-y-se-dictan-otras-disposiciones-derechos-de-cuidadores/10360
513,Por medio del cual se fortalece la cadena productiva del fique y se promueve la especialización de la industria fiquera. [Promueve la cadena productiva del fique],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Agropecuario y agrícola,"Comercio, industria y turismo","La presente ley tiene por objeto crear condiciones que favorezcan el fortalecimiento de la cadena productiva del fique, promover la especialización de la industria fiquera nacional y establecer bases sólidas sobre el principio de generación de valor agregado en el uso de esta fibra natural a partir de procesos de investigación, transformación y comercialización.",7/20/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/27/2023,Concepto Institucional - Gaceta: 796/23,"Cadena Regional del Fique, Corporación para el desarrollo del Sector Fiquero, Federación Nacional de Cultivadores, Artesanos y Procesadores del Fique, Gerardo Martínez Cortés",Ciro Alejandro Ramírez Cortés,ppor-medio-del-cual-se-fortalece-la-cadena-productiva-del-fique-y-se-promueve-la-especializacion-de-la-industria-fiquera-promueve-la-cadena-productiva-del-fique/11640
514,"Por medio de la cual se dictan normas para implementar e incentivar sistemas de recolección, tratamiento y aprovechamiento de aguas lluvias y el uso racional del agua potable y se dictan otras disposiciones. [Impulsa sistemas de aprovechamiento de aguas lluvias]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Servicios Públicos,Medio Ambiente,"El objeto de la presente ley es implementar e incentivar el establecimiento de sistemas de recolección, tratamiento y aprovechamiento de aguas lluvias y el uso racional del agua potable en las edificaciones nuevas y preexistentes en el territorio nacional, lo anterior con el propósito de cuidar el recurso hídrico, y contribuir a la preservación del medio ambiente.",8/28/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Angélica Lozano Correa, Maritza Martínez Aristizábal",ppor-medio-de-la-cual-se-dictan-normas-para-implementar-e-incentivar-sistemas-de-recoleccion-tratamiento-y-aprovechamiento-de-aguas-lluvias-y-el-uso-racional-del-agua-potable-y-se-dictan-otras-disposiciones-impulsa-sistemas-de-aprovechamiento-de-aguas-lluvias/9593
515,Por medio de la cual se definen mecanismos de participación ciudadana e instrumentos de coordinación y concurrencia entre la Nación y los municipios para la concertación de proyectos de exploración y explotación del subsuelo y de Recursos Naturales no Renovables. [Participación ciudadana en explotación minera],Jul 2019 - Jul 2020,Legislativa,Proyecto de ley Estatutaria,Minas y energía,Participación ciudadana,"La presente ley tiene por objeto establecer mecanismos de participación ciudadana al interior del sector minero energético y establecer, a través del principio de concertación, los instrumentos de coordinación y concurrencia entre la nación y los municipios para la realización de actividades de exploración y explotación de recursos naturales no renovables en los municipios.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Abel David Jaramillo Largo, David Ricardo Racero Mayorca, María José Pizarro Rodríguez, Aída Yolanda Avella Esquivel, Wilson Neber Arias Castillo, Pablo Catatumbo Torres Victoria, Sandra Ramírez Lobo Silva, Antonio Eresmid Sanguino Páez, Wilmer Leal Pérez, César Augusto Ortiz Zorro, Angélica Lozano Correa",ppor-medio-de-la-cual-se-definen-mecanismos-de-participacion-ciudadana-e-instrumentos-de-coordinacion-y-concurrencia-entre-la-nacion-y-los-municipios-para-la-concertacion-de-proyectos-de-exploracion-y-explotacion-del-subsuelo-y-de-recursos-naturales-no-renovables-participacion-ciudadana-en-explotacion-minera/10105
516,"Por medio de la cual se crea El Sistema Integral de Protección y el Fondo de reparación a víctimas sobrevivientes de ataques con agentes químicos, ácidos y/o sustancias similares, corrosivas o inflamables. [Protección y reparación a víctimas de ácido]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Seguridad Social y salud,Administración pública,"Se pretende mediante el presente proyecto de ley la creación de una indemnización administrativa a cargo del Estado para reparar materialmente a las personas que sufrieron lesiones en el cuerpo o en la salud devenido del ataque utilizado por cualquier tipo de agente químico, álcalis, sustancias similares o corrosivas que generen destrucción, daño o lesiones reversible o irreversible, totales o parciales. Además, se pretende la creación del Fondo de Reparación para víctimas sobrevivientes de ataques con agentes químicos, ácidos y/o sustancias similares, corrosivas o inflamables.",9/3/2019,Radicado - Gaceta: S/N,Sin anotaciones,9/10/2019,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,"Carlos Eduardo Acosta Lozano, Eduardo Emilio Pacheco Cuello, Edgar Enrique Palacio Mizrahi, John Milton Rodríguez González",ppor-medio-de-la-cual-se-crea-el-sistema-integral-de-proteccion-y-el-fondo-de-reparacion-a-victimas-sobrevivientes-de-ataques-con-agentes-quimicos-acidos-yo-sustancias-similares-corrosivas-o-inflamables-proteccion-y-reparacion-a-victimas-de-acido/10361
517,Por el cual se adoptan medidas para la formalización y la competitividad de la actividad portuaria del país. [Actividad portuaria],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Tránsito y transporte,Laboral,"La presente ley tiene por objeto estimular el empleo permanente y regular de los trabajadores portuarios, empleados en las actividades señaladas en los numerales 5.1, 5.2 y 5.9 del artículo 5º de la Ley 1 de 1991; asegurando sus períodos mínimos de empleo, ingresos y la formalización de la labor de los trabajadores; fortaleciendo la competitividad de la actividad portuaria del país.",7/22/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Publicada Ponencia Primer Debate - Gaceta: 727/21,Primer debate,"Juan Luis Castro Córdoba, Jorge Eliécer Guevara, Jorge Eduardo Londoño Ulloa, Luis Iván Marulanda Gómez, León Fredy Muñoz Lopera, José Aulo Polo Narváez, Antonio Eresmid Sanguino Páez",ppor-el-cual-se-adoptan-medidas-para-la-formalizacion-y-la-competitividad-de-la-actividad-portuaria-del-pais-actividad-portuaria/10873
518,"Por la cual se crea la categoría de patrullero de policía, se establecen normas relacionadas con el régimen especial de carrera del personal uniformado de la Policía Nacional, se fortalece la profesionalización del servicio de policía y se dictan otras disposiciones. [Profesionalización del servicio de policía]",Jul  2021 - Jul 2022,Gubernamental,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Administración pública,Crear la categoría de patrulleros de policía en la Policía Nacional y establecer las normas relacionadas con su régimen especial de carrera.,7/20/2021,Radicado - Gaceta: S/N,Sin anotaciones,12/30/2021,Sancionado como Ley - Gaceta: 571/22,Ley 2179 de 2021,Ministro del Interior. Daniel Palacios Martínez,ppor-la-cual-se-crea-la-categoria-de-patrullero-de-policia-se-establecen-normas-relacionadas-con-el-regimen-especial-de-carrera-del-personal-uniformado-de-la-policia-nacional-se-fortalece-la-profesionalizacion-del-servicio-de-policia-y-se-dictan-otras-disposiciones-profesionalizacion-del-servicio-de-policia/11641
519,Por el cual la Nación se vincula a la celebración de los ochenta (80) años de la Institución Educativa Nacional Loperena -antiguo Colegio Nacional Loperena- de carácter oficial y se dictan otras disposiciones. [Ochenta (80) años de la Institución Educativa Nacional Loperena],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Celebraciones, honores y monumentos",,"Autoriza en su homenaje, la restauración adecuación y ampliación de la infraestructura declarada Monumento Nacional mediante ley 93 de 1993 y planta física anexa, así como la dotación tecnológica y mobiliaria, para que siga cumpliendo su labor misional.",10/19/2021,Radicado - Gaceta: S/N,Sin anotaciones,11/8/2022,Publicada Ponencia Segundo Debate - Gaceta: 1382/22,Segundo debate,Antonio Eresmid Sanguino Páez,ppor-el-cual-la-nacion-se-vincula-a-la-celebracion-de-los-ochenta-80-anos-de-la-institucion-educativa-nacional-loperena-antiguo-colegio-nacional-loperena-de-caracter-oficial-y-se-dictan-otras-disposiciones-ochenta-80-anos-de-la-institucion-educativa-nacional-loperena/11897
520,"Por la cual se adoptan medidas para promover la probidad administrativa, combatir la corrupción, establecer la responsabilidad penal de las personas jurídicas, fortalecer el ministerio público y se dictan otras disposiciones. [Anticorrupción]",Jul 2018 - Jul 2019,Gubernamental,Proyecto de Ley,Corrupción,Administración pública,"La presente Ley tiene como objeto establecer medidas para promover la probidad administrativa, establecer la responsabilidad penal de las personas jurídicas, combatir y sancionar las modalidades de corrupción y la impunidad; fortalecer el ejercicio de la acción disciplinaria y dictar disposiciones tendientes a lograr mayor articulación del Ministerio Público, para recuperar la confianza ciudadana y promover una cultura de probidad, transparencia y respeto por lo público.",8/29/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Ministra del Interior Nancy Patricia Gutiérrez Castañeda , Ministra de Justicia y del Derecho. Gloria María Borrero Restrepo , Procurador General de la Nación. Fernando Carrillo Flórez ",ppor-la-cual-se-adoptan-medidas-para-promover-la-probidad-administrativa-combatir-la-corrupcion-establecer-la-responsabilidad-penal-de-las-personas-juridicas-fortalecer-el-ministerio-publico-y-se-dictan-otras-disposiciones-anticorrupcion/9594
521,"Por medio de la cual se incentiva el fomento y el desarrollo de la apicultura, conservación, la protección, investigación y el uso sostenible de las abejas y otros polinizadores y se dictan otras disposiciones. [Protección polinizadores]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Agropecuario y agrícola,"Comercio, industria y turismo","La presente ley tiene por objeto establecer medidas para incentivar el fomento y el desarrollo de la apicultura, conservación, la protección, investigación y el uso sostenible de las abejas y otros polinizadores, que, siendo animales e insectos útiles a la comunidad, a la conservación de los ecosistemas y la biodiversidad en general, se consideran estratégicos para el país y son prioritarios dentro de la política rural agrícola y ambiental.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,8/21/2020,Concepto Institucional - Gaceta: 760/20,Ministerio de Educación Nacional,"Antonio Eresmid Sanguino Páez, José Aulo Polo Narváez, César Augusto Ortiz Zorro, Luis Iván Marulanda Gómez, Jorge Eduardo Londoño Ulloa",ppor-medio-de-la-cual-se-incentiva-el-fomento-y-el-desarrollo-de-la-apicultura-conservacion-la-proteccion-investigacion-y-el-uso-sostenible-de-las-abejas-y-otros-polinizadores-y-se-dictan-otras-disposiciones-proteccion-polinizadores/10106
522,"Por la cual se reforma la Ley 37 de 1990, se adopta el Código de Ética profesional del Economista y se dictan otras disposiciones. [Código de Ética del Economista]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Profesiones,Asuntos administrativos,"La presente ley tiene por objeto reformar la Ley 37 de 1990 y reglamentar el ejercicio de la profesión de Economista en Colombia, de conformidad con lo previsto en el artículo 26 de la Constitución Política, reestructurar la conformación y las funciones del Consejo Nacional Profesional de Economía, establecer un Código de Ética Profesional, un régimen sancionatorio y el correspondiente proceso disciplinario para quienes resulten incursos en las faltas tipificadas en dicho Código.",9/3/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,"Efraín José Cepeda Sarabia, Bérner León Zambrano Eraso, Eduardo Enrique Pulgar Daza, Juan Felipe Lemos Uribe",ppor-la-cual-se-reforma-la-ley-37-de-1990-se-adopta-el-codigo-de-etica-profesional-del-economista-y-se-dictan-otras-disposiciones-codigo-de-etica-del-economista/10362
