Año,Autoridad Ambiental,NOMBRE/RAZÓN SOCIAL,PERSONA NATURAL O JURÍDICA,REPRESENTANTE LEGAL,TIPO DE AUTORIZACIÓN / ENTIDAD QUE OTORGA,No. PERMISO/ LICENCIA AMBIENTAL/ SANCIONATORIO,FECHA DE OTORGAMIENTO,VIGENCIA (meses),TIPO DE CAZA,VALOR TIPO DE CAZA,ESPECIE O GRUPO TAXONÓMICO,ORDEN,CLASE,No. INDIVIDUOS y/o MUESTRAS APROBADOS,DEPARTAMENTO,MUNICIPIO,No. CERTIFICADO SiB,ESTADO DE CONSERVACIÓN DE LA ESPECIE,ESTADO DE CONSERVACIÓN DEL HÁBITAT,PRESIÓN POR USO,COEFICIENTE BIÓTICO (Cb),NACIONALIDAD (N),GRUPO TRÓFICO (Gt),"COEFICIENTE DE VALORACIÓN 
(V)",FACTOR REGIONAL (FR),No. ESPECÍMENES O MUESTRAS (Es),UNIDAD DE Es,TARIFA MÍNIMA (TM),COSTO DE IMPLEMENTACIÓN (CI),MONTO A PAGAR (MP),RECLAMACIONES,MP DESPUÉS DE RECLAMACIÓN,RECAUDO
2019,CORTOLIMA,Jaime Alberto Pineda Gómez,Persona natural,Norma isleña Patiño Carranza,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3563,2016-10-25T00:00:00.000,24.0,Científica estudios ambientales,0.6,Elaenia flavogaster,Passeriformes,Aves,máx. 2 para captura definitiva,Tolima,Melgar,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,1,Individuo,"$    10,152.00","$    27,495.00","$    4,873.00",No,4873,4873.0
2019,CORTOLIMA,Jaime Alberto Pineda Gómez,Persona natural,Norma isleña Patiño Carranza,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3563,2016-10-25T00:00:00.000,24.0,Científica estudios ambientales,0.6,Megarynchus pitangua,Passeriformes,Aves,máx. 2 para captura definitiva,Tolima,Melgar,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,1,Individuo,"$    10,152.00","$    27,495.00","$    4,873.00",No,4873,4873.0
2019,CORTOLIMA,Jaime Alberto Pineda Gómez,Persona natural,Norma isleña Patiño Carranza,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3563,2016-10-25T00:00:00.000,24.0,Científica estudios ambientales,0.6,Pitangus sulphuratus,Passeriformes,Aves,máx. 2 para captura definitiva,Tolima,Melgar,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,1,Individuo,"$    10,152.00","$    27,495.00","$    4,873.00",No,4873,4873.0
2019,CORTOLIMA,Jaime Alberto Pineda Gómez,Persona natural,Norma isleña Patiño Carranza,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3563,2016-10-25T00:00:00.000,24.0,Científica estudios ambientales,0.6,Tyrannus melancholicus,Passeriformes,Aves,máx. 2 para captura definitiva,Tolima,Melgar,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,1,Individuo,"$    10,152.00","$    27,495.00","$    4,873.00",No,4873,4873.0
2019,CORTOLIMA,Jaime Alberto Pineda Gómez,Persona natural,Norma isleña Patiño Carranza,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3563,2016-10-25T00:00:00.000,24.0,Científica estudios ambientales,0.6,Brotogeris jugularis,Psittaciformes,Aves,máx. 2 para captura definitiva,Tolima,Melgar,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,1,Individuo,"$    10,152.00","$    27,495.00","$    4,873.00",No,4873,4873.0
2019,CORTOLIMA,Jaime Alberto Pineda Gómez,Persona natural,Norma isleña Patiño Carranza,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3563,2016-10-25T00:00:00.000,24.0,Científica estudios ambientales,0.6,Artibeus jamaicensis,Chiroptera,Mammalia,máx. 2 para captura definitiva,Tolima,Melgar,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,1,Individuo,"$    10,152.00","$    27,495.00","$    4,873.00",No,4873,4873.0
2019,CORTOLIMA,Jaime Alberto Pineda Gómez,Persona natural,Norma isleña Patiño Carranza,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3563,2016-10-25T00:00:00.000,24.0,Científica estudios ambientales,0.6,Carollia brevicauda,Chiroptera,Mammalia,máx. 2 para captura definitiva,Tolima,Melgar,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,1,Individuo,"$    10,152.00","$    27,495.00","$    4,873.00",No,4873,4873.0
2019,CORTOLIMA,Jaime Alberto Pineda Gómez,Persona natural,Norma isleña Patiño Carranza,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 3563,2016-10-25T00:00:00.000,24.0,Científica estudios ambientales,0.6,Desmodus rotundus,Chiroptera,Mammalia,máx. 2 para captura definitiva,Tolima,Melgar,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,1,Individuo,"$    10,152.00","$    27,495.00","$    4,873.00",No,4873,4873.0
2018,CORPOBOYACA,Instituto de Investigación de Recursos Biológicos Alexander von Humboldt,Persona jurídica,Brigitte L.G Baptiste,No requiere permiso,no aplica,1900-01-09T00:00:00.000,0.0,Científica no comercial,0.1,Vertebrados,varios,"Aves, Reptiles",No registra,Boyacá,"Arcabuco, Combita, Samacá",No registra,Preocupación menor (LC),Buen estado de conservación,Desconocido,1,0,0.8,1.0,0.08,156,Individuo,"$    10,903.00","$    29,530.00","$    165,559.00",No registra,No registra,0.0
2018,CORPOBOYACA,MANOLO ALBERTO ESLAVA MANOSALVA,Persona natural,No registra,Infractor,EXP OOCQ-0274/10,2018-07-11T00:00:00.000,0.0,Comercial,1.2,vertebrados,Psittaciformes.,aves,No registra,Boyacá,No registra,No registra,Preocupación menor (LC),Moderadamente conservado,"Altos niveles de tráfico ilegal a escala regional o nacional, y/o sujeta a tráfico ilegal internacional, o incluida en los apéndices I o II de CITES.",3,0,0.8,1.0,2.88,3,Individuo,"$    10,903.00","$    29,530.00","$    123,732.00",No registra,No registra,0.0
2018,CORPOBOYACA,Empresa de Energía de Boyacá,Persona jurídica,Roosevelt Mesa Martinez,Permiso / Autoridad Ambiental diferente a ANLA,PEFI 0006/16,2017-05-26T00:00:00.000,8.0,Científica estudios ambientales,0.6,vertebrados,varios,"aves, herpetos, mamiferos",No registra,Boyacá,No registra,No registra,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,148,Individuo,"$    10,903.00","$    29,530.00","$    804,079.00",No registra,No registra,0.0
2018,CORPOBOYACA,RENATURAR,Persona jurídica,No registra,No registra,PEFi-0O-35/17,No registra,0.0,Científica estudios ambientales,0.6,vertebrados,varios,"Aves, Herpetos",No registra,Boyacá,Samacá,No registra,Preocupación menor (LC),Pobremente conservado,Desconocido,1,0,0.8,1.0,0.48,79,Individuo,"$    10,903.00","$    29,530.00",$    - 0,No registra,No registra,0.0
2018,CORPOBOYACA,RENATURAR,Persona jurídica,Catalina Camargo Ponce de León.,Permiso / Autoridad Ambiental diferente a ANLA,PEFI 0005/2017,2018-02-20T00:00:00.000,10.0,Científica estudios ambientales,0.6,invertebrados,varios,insecta,No registra,Boyacá,Samacá,No registra,Datos insuficientes (DD) o especies No evaluadas (NE),Pobremente conservado,Desconocido,1,0,0.15,1.0,0.09,533,Muestra,"$    10,903.00","$    29,530.00",Total RENATURAR= 965.989,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,6,Individuo,"$    10,567.00","$    28,620.00","$    348,483.09",No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,4,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,3,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,3,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,3,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,6,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,8,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,5,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Invertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.15,1.0,0.09,27,Muestra,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,PCH LA FLORIDA S.A.S.,Persona jurídica,Jaime Antonio Osorio Osorio,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-0908,2018-04-04T00:00:00.000,3.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,NEIRA,1692669AB63,,,,1,0,0.8,1.0,0.48,56,Individuo,"$    10,567.00","$    28,620.00","$    312,660.96",No registra,No registra,0.0
2018,CORPOCALDAS,ESPACIO Y GESTION VERDE S.A.S.,Persona jurídica,Álvaro Adolfo Rodríguez Ríos,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-0910,2018-04-04T00:00:00.000,2.0,Científica estudios ambientales,0.6,Invertebrado,No registra,No registra,,Caldas,MANIZALES,166FE91FC70,,,,1,0,0.15,1.0,0.09,63,Muestra,"$    10,567.00","$    28,620.00","$    88,534.89",No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Invertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.15,1.0,0.015,12,Muestra,"$    10,567.00","$    28,620.00","$    216,289.92",No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Invertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.15,1.0,0.015,36,Muestra,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,15,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,19,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,8,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,13,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,12,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,6,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,20,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,5,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,0.0
