,Año,Autoridad Ambiental,NOMBRE/RAZÓN SOCIAL,PERSONA NATURAL O JURÍDICA,REPRESENTANTE LEGAL,TIPO DE AUTORIZACIÓN / ENTIDAD QUE OTORGA,No. PERMISO/ LICENCIA AMBIENTAL/ SANCIONATORIO,FECHA DE OTORGAMIENTO,VIGENCIA (meses),TIPO DE CAZA,VALOR TIPO DE CAZA,ESPECIE O GRUPO TAXONÓMICO,ORDEN,CLASE,No. INDIVIDUOS y/o MUESTRAS APROBADOS,DEPARTAMENTO,MUNICIPIO,No. CERTIFICADO SiB,ESTADO DE CONSERVACIÓN DE LA ESPECIE,ESTADO DE CONSERVACIÓN DEL HÁBITAT,PRESIÓN POR USO,COEFICIENTE BIÓTICO (Cb),NACIONALIDAD (N),GRUPO TRÓFICO (Gt),"COEFICIENTE DE VALORACIÓN 
(V)",FACTOR REGIONAL (FR),No. ESPECÍMENES O MUESTRAS (Es),UNIDAD DE Es,TARIFA MÍNIMA (TM),COSTO DE IMPLEMENTACIÓN (CI),MONTO A PAGAR (MP),RECLAMACIONES,MP DESPUÉS DE RECLAMACIÓN,RECAUDO
589,2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,6,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
590,2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,8,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
591,2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
592,2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
593,2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
594,2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.8,1.0,0.48,5,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
595,2018,CORPOCALDAS,INVERSIONES VILLAMORA S.A.S.,Persona jurídica,Guillermo Torres Velasquez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2409,2018-09-28T00:00:00.000,12.0,Científica estudios ambientales,0.6,Invertebrado,No registra,No registra,,Caldas,MARMATO,"EL PERMISO AUN ESTA VIGENTE, EL USUARIO AUN NO HA ENTREGADO LOS DOCUMENTOS COMPLETOS",,,,1,0,0.15,1.0,0.09,27,Muestra,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
596,2018,CORPOCALDAS,PCH LA FLORIDA S.A.S.,Persona jurídica,Jaime Antonio Osorio Osorio,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-0908,2018-04-04T00:00:00.000,3.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,NEIRA,1692669AB63,,,,1,0,0.8,1.0,0.48,56,Individuo,"$    10,567.00","$    28,620.00","$    312,660.96",No registra,No registra,$    - 0
597,2018,CORPOCALDAS,ESPACIO Y GESTION VERDE S.A.S.,Persona jurídica,Álvaro Adolfo Rodríguez Ríos,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-0910,2018-04-04T00:00:00.000,2.0,Científica estudios ambientales,0.6,Invertebrado,No registra,No registra,,Caldas,MANIZALES,166FE91FC70,,,,1,0,0.15,1.0,0.09,63,Muestra,"$    10,567.00","$    28,620.00","$    88,534.89",No registra,No registra,$    - 0
598,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Invertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.15,1.0,0.015,12,Muestra,"$    10,567.00","$    28,620.00","$    216,289.92",No registra,No registra,$    - 0
599,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Invertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.15,1.0,0.015,36,Muestra,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
600,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,15,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
601,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,19,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
602,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,8,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
603,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,13,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
604,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
605,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
606,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,12,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
607,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
608,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,6,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
609,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
610,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,20,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
611,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,5,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
612,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,21,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
613,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,15,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
614,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
615,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
616,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
617,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,14,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
618,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
619,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,23,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
620,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,14,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
621,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
622,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
623,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
624,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
625,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,12,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
626,2018,CORPOCALDAS,OMEGA & ASOCIADOS LTDA,Persona jurídica,Jairo Alberto Echeverri Ramírez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2018-2748,2018-11-09T00:00:00.000,3.0,Científica no comercial,0.1,Vertebrado,No registra,No registra,,Caldas,"ANSERMA, BENALCÁZAR, RISARALDA, SAN JOSÉ Y VITERBO",169C8C75046,,,,1,0,0.8,1.0,0.08,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
627,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00","$    1,352,453.76",No registra,No registra,$    - 0
628,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
629,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,3,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
630,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
631,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
632,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,4,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
633,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
634,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
635,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
636,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,4,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
637,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
638,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,16,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
639,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,1,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
640,2018,CORPOCALDAS,Proicom S.A.S,Persona jurídica,Dubel Dario Martinez,Permiso / Autoridad Ambiental diferente a ANLA,Resolución 2017-3608,2017-12-07T00:00:00.000,24.0,Científica estudios ambientales,0.6,Vertebrado,No registra,No registra,,Caldas,"PENSILVANIA, MANZANARES, SAMANA, NORCASIA Y MARQUETALIA",1633AE3EA75,,,,1,0,0.8,1.0,0.48,2,Individuo,"$    10,567.00","$    28,620.00",$    - 0,No registra,No registra,$    - 0
